the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.73517464090621 40.65971974432524),4,Queens,413,31,29,10,5,3325,615,Municipal Facilities,backed,07/08/2016,251-11 Weller Avenue,251-11 Weller Avenue,Weller Avenue,Caney Lane & 253rd Street,Queens,413,Not Applicable,Not Applicable,40.659728,-73.735176,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93896956729841 40.7993377241031),1,Manhattan,111,8,68,30,13,1228,233,General,backless,10/05/2012,2167 3rd Avenue,2167 3rd Avenue,3rd Avenue,East 118th and 119th Streets,Manhattan,111,M101,Not Applicable,40.799346,-73.938971,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90055957906446 40.8222487185465),2,Bronx,203,17,79,32,15,4122,617,Bus Route,backless 2,07/12/2018,951 Prospect Avenue,849 East 163rd Street,East 163rd Street,Prospect Avenue & Union Avenue,Bronx,202,BX6,Not Applicable,40.822257,-73.900561,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84408359527316 40.84226871291714),2,Bronx,210,13,82,34,14,4126,496,General,backed 2,04/04/2019,1400 Williamsbridge Road,1400 Williamsbridge Road,Williamsbridge Road,East Tremont Avenue & Williamsbridge Road,Bronx,210,Not Applicable,Westchester Square,40.842277,-73.844085,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.00751755010641 40.726000741113936),1,Manhattan,102,3,66,27,10,982,2278,BID,backed,07/03/2012,304 Hudson Street,304 Hudson Street,Hudson Street,Vandam and Spring Streets,Manhattan,102,Not Applicable,Hudson Square Connection,40.726009,-74.007519,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.82775360533887 40.757510728669374),4,Queens,407,20,40,16,6,3810,90,Senior Safety,backless 2,08/17/2017,41-61 Kissena Blvd,41-61 Kissena Blvd,Kissena Blvd,Barclay Avenue & Sanford Avenue,Queens,407,Q65,Downtown Flushing Transit Hub,40.757519,-73.827755,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8979405864088 40.6991357421409),4,Queens,405,34,38,12,7,2922,1120,Municipal Facilities,backless,11/19/2014,74-02 Forest Avenue,74-02 Forest Avenue,Forest Avenue,Summerfield Street & Decatur Street,Queens,405,Q39,Not Applicable,40.699144,-73.897942,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00596055139411 40.70616374450939),1,Manhattan,101,1,65,26,10,1012,1712,BID,backless,07/09/2012,155 Water Street,155 Water Street,Water Street,Maiden Lane and Fletcher Street,Manhattan,101,M15,Alliance for Downtown New York,40.706172,-74.005962,AE,,1
POINT (-74.00605742697854 40.724150071156906),1,Manhattan,102,3,66,26,10,2687,639,BID,backless,12/12/2014,104 Varick Street,104 Varick Street,Varick Street,Watts Street & Broome Street,Manhattan,102,Not Applicable,Hudson Square Connection,40.7241500712,-74.006057427,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.91345658317773 40.68460974622722),3,Brooklyn,304,37,55,18,8,3495,114,Bus Route,backless 2,04/29/2017,1657 Broadway,1657 Broadway,Schaefer Street,Schaefer Street & Covert Street,Brooklyn,304,B20,Not Applicable,40.684618,-73.913458,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98953355518024 40.74008073787326),1,Manhattan,105,2,75,28,12,2175,805,BID,backless,07/24/2013,925 Broadway,925 Broadway,Broadway,E21st & E22nd Street,Manhattan,105,Not Applicable,Flatiron/23rd Street Partnership,40.740089,-73.989535,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85041360319896 40.69041374297431),4,Queens,409,32,38,15,7,3945,350,Bus Route,backed 2,11/13/2017,89-44 Woodhaven Blvd,89-44 Woodhaven Blvd,Woodhaven Blvd,91st Avenue and 89th Avenue,Queens,0,Q52,Not Applicable,40.690422,-73.850415,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99356555196721 40.76221973326191),1,Manhattan,104,3,75,27,10,1556,120,General,backed,05/20/2013,654 10th Avenue,654 10th Avenue,10th Avenue,46th and 47th Streets,Manhattan,104,Not Applicable,Not Applicable,40.762228,-73.993567,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90808758167475 40.74193573426723),4,Queens,402,26,30,12,14,3544,752,General,backless,09/07/2016,57-17 Queens Boulevard,57-17 Queens Boulevard,Queens Boulevard,57th Street & 58th Street,Queens,402,Not Applicable,Not Applicable,40.741944,-73.908089,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90943458704199 40.637997755204296),3,Brooklyn,318,46,59,19,8,2967,1274,Municipal Facilities,backless,11/05/2014,8517 Flatlands Avenue,8517 Flatlands Avenue,Flatlands Avenue,East 85th Street & East 86th Street,Brooklyn,318,B6,Not Applicable,40.638006,-73.909436,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.97092955728016 40.79427272670907),1,Manhattan,107,6,69,30,10,1777,400,General,backless,02/06/2013,214 West 96th Street,214 West 96th Street,West 96th Street,Broadway & Amsterdam Avenue,Manhattan,107,M96,Not Applicable,40.794281,-73.970931,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95678856169665 40.81263872258874),1,Manhattan,109,7,69,30,13,3017,1719,Municipal Facilities,backless,12/16/2014,1315 Amsterdam Avenue,1315 Amsterdam Avenue,Amsterdam Avenue,LaSalle Street & West 125th Street,Manhattan,109,M11,Not Applicable,40.812647,-73.95679,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94365557199178 40.71165074205265),3,Brooklyn,301,34,53,18,7,3608,29,BID,backed 2,01/28/2017,726 Grand Street,726 Grand Street,Grand Street,Graham Avenue & Humboldt Street,Brooklyn,301,Not Applicable,Grand Street,40.711659,-73.943657,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91884151778741 40.6990756614918),3,Brooklyn,304,37,53,18,7,3194,9000,Plaza,backed,06/19/2015,452 Knickerbocker Avenue,452 Knickerbocker Avenue,Knickerbocker Avenue,Greene Avenue and Myrtle Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.6990756615,-73.9188415178,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9433195725487 40.700556743822744),3,Brooklyn,301,33,53,18,7,3219,2375,Municipal Facilities,backed,05/31/2016,731 Flushing Avenue,731 Flushing Avenue,Flushing Avenue,Throop Avenue & Broadway,Brooklyn,301,Not Applicable,Not Applicable,40.700565,-73.943321,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92035957211542 40.831054717441305),2,Bronx,204,16,77,32,15,2311,1656,General,backless,01/08/2014,1040 Grand Concourse,1040 Grand Concourse,Grand Concourse,E165th & E166th Street,Bronx,204,BX1,Not Applicable,40.831063,-73.920361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84192776319728 40.66406843906251),4,Queens,410,32,23,15,8,4080,591,General,backed 2,08/02/2018,92-06 156th Avenue,92-06 156th Avenue,156th Avenue,92nd Street & Cross Bay Boulevard,Queens,0,Not Applicable,Not Applicable,40.6640684391,-73.8419277632,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.98301756232044 40.665177751967114),3,Brooklyn,306,39,44,21,9,1922,512,General,backed,05/09/2013,390 7th Avenue,390 7th Avenue,7th Avenue,11th & 12th Street,Brooklyn,306,Not Applicable,Not Applicable,40.665186,-73.983019,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94791457054407 40.71344774136688),3,Brooklyn,301,34,53,18,12,1550,387,General,backed,01/18/2013,81 Devoe Street,81 Devoe Street,Devoe Street,Leonard Street & Lorimer Street,Brooklyn,301,Not Applicable,Not Applicable,40.713456,-73.947916,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93577915154603 40.67831667675008),3,Brooklyn,303,36,56,25,8,2932,1605,Municipal Facilities,backless,01/09/2015,39 Troy Avenue,39 Troy Avenue,Troy Avenue,Atlantic Avenue and Herikmer Street,Brooklyn,303,B15,Not Applicable,40.6783166768,-73.9357791515,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7172646429186 40.735394729024875),4,Queens,413,23,33,11,3,2607,1348,Municipal Facilities,backed,07/11/2014,250-06 Hillside Avenue,250-06 Hillside Avenue,Hillside Avenue,250th Street and 251st Street,Queens,413,Not Applicable,Not Applicable,40.735403,-73.717266,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82700760597942 40.7527037298076),4,Queens,407,20,25,16,6,501,132,Bus Route,backless,06/20/2012,42-95 Main Street,,Main Street,Cherry and Blossom Avenues,Queens,407,Q44,Not Applicable,40.752712,-73.827009,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98967056162088 40.62702075966305),3,Brooklyn,312,44,48,17,10,3231,1765,Municipal Facilities,backed,04/30/2016,5601 16th Avenue,5601 16th Avenue,16th Avenue,56th Street & 57th Street,Brooklyn,312,Not Applicable,Not Applicable,40.627029,-73.989672,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98048956170726 40.68041974862392),3,Brooklyn,306,39,52,25,7,2347,1159,General,backed,01/08/2014,610 Baltic Street,610 Baltic Street,4th Avenue & Butler Street,4th & 5th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.680428,-73.980491,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9503685721026 40.65834175216527),3,Brooklyn,309,40,43,20,9,1740,515,General,backed,04/05/2013,1187 Nostrand Avenue,1187 Nostrand Avenue,Nostrand Avenue,Fenimore Street & Hawthorne Street,Brooklyn,309,Not Applicable,Not Applicable,40.65835,-73.95037,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98381655761959 40.72962773975436),1,Manhattan,103,2,66,27,12,3334,2012,Municipal Facilities,backed,06/02/2016,185 1st Avenue,185 1st Avenue,1st Avenue,E 11th Street & E 12th Street,Manhattan,103,Not Applicable,Not Applicable,40.729636,-73.983818,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.00434455614432 40.6439587570129),3,Brooklyn,307,38,51,17,7,3471,36,General,backed 2,03/07/2017,4720 7th Avenue,4720 7th Avenue,7th Avenue,47th Street & 48th Street,Brooklyn,307,Not Applicable,Not Applicable,40.643967,-74.004346,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.16221450732644 40.6100787689956),5,Staten Island,502,50,63,24,11,2683,1618,Municipal Facilities,backed,08/11/2014,55 Merrill Avenue,55 Merrill Avenue,Merrill Avenue,Richmond Avenue & Hillman Avenue,Staten Island,502,Not Applicable,Not Applicable,40.610087,-74.162216,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88749158721522 40.74499173284783),4,Queens,404,25,39,16,6,4217,799,Bus Route,backed 2,01/24/2019,7800 Broadway,7800 Broadway,Broadway,77th Street & Baxter Avenue,Queens,404,Q52,Not Applicable,40.745,-73.887493,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96338156735288 40.67574674974284),3,Brooklyn,308,35,57,20,9,764,108,General,backed,07/27/2012,"Grand Avenue, Washington Avenue & Park Place",744 Washington Avenue,Plaza,"Grand Avenue, Washington Avenue & Park Place",Brooklyn,308,Not Applicable,Not Applicable,40.675755,-73.963383,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89516557847357 40.858822711203274),2,Bronx,205,15,86,33,15,2725,1024,Municipal Facilities,backed,09/03/2014,2400 Marion Avenue,2400 Marion Avenue,Marion Avenue,East 184th Street & East 187th Street,Bronx,205,Not Applicable,Not Applicable,40.858831,-73.895167,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79458361793166 40.73342273237732),4,Queens,408,24,25,11,6,3345,183,Municipal Facilities,backed,07/11/2016,68-05 Fresh Meadow Lane,68-05 Fresh Meadow Lane,Fresh Meadow Lane,68th Avenue & 69th Avenue,Queens,408,Not Applicable,Not Applicable,40.733431,-73.794585,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94309556638183 40.79370772511088),1,Manhattan,111,8,68,29,13,1261,226,General,backed,10/01/2012,1989 Third Avenue,1989 Third Avenue,3rd Avenue,East 109th and 110th Streets,Manhattan,111,Not Applicable,Not Applicable,40.793716,-73.943097,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.93891768557802 40.82183849312542),1,Manhattan,110,9,71,30,13,2263,2004,Community Health Centers,backless,12/06/2013,2505 Adam Clayton Powell Jr. Boulevard,2505 Adam Clayton Powell Jr. Boulevard,Adam Clayton Powell Junior Boulevard,W145th Street & W146th Street,Manhattan,110,M02,Not Applicable,40.8218384931,-73.9389176856,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.98133356363988 40.64192675633651),3,Brooklyn,312,39,44,21,10,316,142,Bus Route,backless,06/25/2012,3409 & 3411 14th Avenue,,14th Avenue,Church Avenue & 35th Street,Brooklyn,312,B35,Not Applicable,40.641935,-73.981335,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96446855902632 40.79989672553583),1,Manhattan,107,7,69,30,13,2496,0,Health Care Facilities,backless,06/04/2014,120 W 106th Street,120 W 106th Street,106th Street,Amsterdam Avenue & Columbus Avenue,Manhattan,107,Not Applicable,Columbus/Amsterdam,40.799905,-73.96447,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.16190322562996 40.626690064558495),5,Staten Island,501,49,63,23,11,3664,150,Bus Route,backless 2,06/08/2017,2171 Forrest Avenue,2171 Forrest Avenue,Forrest Avenue,Grandview Avenue & Samuel Place,Staten Island,501,S48,Not Applicable,40.6266900646,-74.1619032256,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.11942451996896 40.628526763922),5,Staten Island,501,49,61,24,11,1678,423,Bus Route,backless,01/29/2013,888 Forest Avenue,888 Forest Avenue,Forest Avenue,Elizabeth Street & Clove Road,Staten Island,501,S48,Not Applicable,40.628535,-74.119426,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.17735950730372 40.541235783265655),5,Staten Island,503,51,62,24,11,3474,2336,General,backed,12/20/2016,856 Annadale Road,856 Annadale Road,Annadale Road,Belfield Avenue & Jefferson Boulevard,Staten Island,503,S55,Not Applicable,40.541244,-74.177361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93840556480296 40.84629071535887),1,Manhattan,112,10,72,31,13,3337,9009,Plaza,backless,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.846299,-73.938407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95062156488771 40.77938872877253),1,Manhattan,108,5,76,28,12,3830,175,General,backed 2,07/05/2017,1704 2nd Avenue,1704 2nd Avenue,2nd Avenue,E 88th Street & E 89th Street,Manhattan,108,Not Applicable,Not Applicable,40.779397,-73.950623,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82252060779685 40.76255572720438),4,Queens,407,20,40,16,6,3809,200,Senior Safety,backed 2,06/21/2017,38-30 Parsons Blvd,143-99 Roosevelt Avenue,Roosevelt Avenue,Roosevelt Avenue & 38th Avenue,Queens,407,Not Applicable,Not Applicable,40.762564,-73.822522,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94109456647554 40.80592572308017),1,Manhattan,111,9,68,30,13,3022,1888,Municipal Facilities,backless,01/22/2015,35 E. 125th Street,35 E. 125th Street,E. 125th Street,5th Avenue and Madison Avenue,Manhattan,111,M100,Not Applicable,40.805934,-73.941096,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.0230075504371 40.63583475971914),3,Brooklyn,310,43,51,23,10,1985,629,General,backed,06/26/2013,6753 4th Avenue,6753 4th Avenue,4th Avenue,68th & Senator Street,Brooklyn,310,Not Applicable,Not Applicable,40.635843,-74.023009,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94000057230889 40.70871474173744),3,Brooklyn,301,34,53,18,7,2724,1523,Municipal Facilities,backed,10/02/2014,207 Bushwick Avenue,207 Bushwick Avenue,Bushwick Avenue,Scholes Street & Meserole Street,Brooklyn,301,Not Applicable,Not Applicable,40.708723,-73.940002,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97603555857695 40.744568736237625),1,Manhattan,106,2,73,28,12,1470,0,General,backed,,617 Second Avenue,617 Second Avenue,Second Avenue,E33rd & E34th Street,Manhattan,106,M15,Not Applicable,40.744577,-73.976037,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93342557779533 40.668909749403355),3,Brooklyn,309,35,43,20,9,1547,383,General,backed,01/18/2013,1044 Eastern Parkway,,Eastern Parkway,Utica Avenue & Schenectady Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.668918,-73.933427,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95435903425394 40.70718679506426),3,Brooklyn,301,33,50,26,7,4192,115,Other,backless 2,03/18/2019,394 Broadway,394 Broadway,Broadway,Hooper Street & Keap Street,Brooklyn,301,B46,Not Applicable,40.7071867951,-73.9543590343,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98128756291966 40.663242752713984),3,Brooklyn,306,39,44,21,9,2716,31,Municipal Facilities,backed 2,10/06/2014,1301 8th Avenue,1301 8th Avenue,8th Avenue,13th Street & 14th Street,Brooklyn,306,Not Applicable,Not Applicable,40.663251,-73.981289,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96207956826575 40.66265075192175),3,Brooklyn,309,40,43,21,9,3798,286,General,backed 2,01/16/2018,469 Flatbush Avenue,469 Flatbush Avenue,Flatbush Avenue,Empire Blvd & Lefferts Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.662659,-73.962081,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96549056896926 40.63291775805338),3,Brooklyn,314,40,44,17,9,3365,174,General,backed,08/01/2016,1211 Foster Avenue,1211 Foster Avenue,Foster Avenue,Argyle Road & Westminister Road,Brooklyn,314,Not Applicable,Not Applicable,40.632926,-73.965492,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95339057507493 40.59914676425556),3,Brooklyn,315,48,41,19,9,3755,161,Senior Safety,backed 2,07/06/2017,1802 Avenue U,1802 Avenue U,Avenue U,E 19th Street & E 18th Street,Brooklyn,315,Not Applicable,Not Applicable,40.599155,-73.953392,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.87854559345334 40.687136744270845),3,Brooklyn,305,37,54,18,7,2741,1445,Municipal Facilities,backed,10/08/2014,696 Jamaica Avenue,696 Jamaica Avenue,Jamaica Avenue,Richmond Street & Logan Street,Brooklyn,305,Not Applicable,Not Applicable,40.687145,-73.878547,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9175405720102 40.840173715178814),2,Bronx,204,16,77,29,15,3479,19,Bus Route,backless 2,02/04/2017,1 E 170th Street,1 E 170th Street,E 170th Street,Jerome Avenue & Townsend Avenue,Bronx,204,BX11,Not Applicable,40.840182,-73.917542,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99524755462265 40.71861674164431),1,Manhattan,102,1,65,26,7,3340,2256,Municipal Facilities,backed,06/02/2016,230 Grand Street,230 Grand Street,Grand Street,Bowery & Elizabeth Street,Manhattan,102,Not Applicable,Chinatown,40.718625,-73.995249,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9442625765319 40.61651676029563),3,Brooklyn,318,45,41,22,9,4181,98,Bus Route,backed 2,09/25/2018,3114 Kings Hwy,3114 Kings Hwy,Kings Hwy,Nostrand Avenue & East 32nd Street,Brooklyn,318,B82,Not Applicable,40.616525,-73.944264,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96175268639941 40.68268968737077),3,Brooklyn,302,35,57,25,8,1534,104,Plaza,backless,04/01/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826896874,-73.9617526864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83760261290949 40.58051976405845),4,Queens,414,32,23,15,5,1954,1075,BID,backless,12/01/2014,222 Beach 116th Street,222 Beach 116th Street,Beach 116th Street,Rockaway Beach Blvd & Newport Avenue,Queens,414,Q53,Beach 116th Street Partnership,40.580528,-73.837604,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.8638765875424 40.86439470888233),2,Bronx,211,13,80,34,14,3128,441,General,backed,01/06/2015,2550 Boston Road,2550 Boston Road,Boston Road,Wallace Avenue & Barnes Avenue,Bronx,211,Not Applicable,Not Applicable,40.864403,-73.863878,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9473158914099 40.81542548280315),1,Manhattan,110,9,70,30,13,3020,1307,Municipal Facilities,backless,01/26/2015,2494 Frederick Douglass Boulevard,2494 Frederick Douglass Boulevard,Frederick Douglass Boulevard,W. 133rd Street and W. 134th Street,Manhattan,110,M10,Not Applicable,40.8154254828,-73.9473158914,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96567856608694 40.68744774745276),3,Brooklyn,302,35,57,25,8,1545,417,General,backed,01/15/2013,380 Washington Avenue,380 Washington Avenue,Washington Avenue,Greene Ave. & Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.687456,-73.96568,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8935095806114 40.81796871906509),2,Bronx,202,17,85,32,15,2137,878,Community Health Centers,backed,09/11/2013,853 Tiffany Street,853 Tiffany Street,Tiffany Street,Bruckner and Southern Boulevards,Bronx,202,Not Applicable,Not Applicable,40.817977,-73.893511,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88522992824944 40.75558084695663),4,Queens,403,25,34,13,14,1979,963,General,backed,09/26/2013,82-01 Northern Boulevard,82-01 Northern Boulevard,Northern Boulevard,82nd & 83rd Street,Queens,403,Not Applicable,Not Applicable,40.755580847,-73.8852299282,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9753805570438 40.78972272742374),1,Manhattan,107,6,67,31,10,4130,445,General,backed 2,04/11/2019,2401 Broadway,2401 Broadway,Broadway,West 89th Street & West 88th Street,Manhattan,107,Not Applicable,Not Applicable,40.789731,-73.975382,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98192856155096 40.66705775150386),3,Brooklyn,306,39,44,21,9,2624,1143,Municipal Facilities,backless,07/24/2014,435 9th Street,435 9th Street,9th Street,6th Avenue & 7th Avenue,Brooklyn,306,B61,Not Applicable,40.667066,-73.98193,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91850157781292 40.74313473484766),4,Queens,402,26,37,12,14,1077,200,BID,backed,09/11/2012,46-09 Queens Blvd,46-09 Queens Blvd,Queens Blvd,46th Street and Carolyn Avenue,Queens,402,Not Applicable,Sunnyside Shines,40.743143,-73.918503,X,AREA OF MINIMAL FLOOD HAZARD,
